age,bio,job,school,anthem_title,anthem_artist,gender,descriptor_text,interest_text,total_photos,desition,longitud,latitud,hash_key,descriptor,interest,city_hashed
30.0,"I like to travel; good conversations with new people and I never say no to a good plan; especially if there is food :face_with_tears_of_joy:|I have absurd fits of laughter; many of them at the worst moments; and at things that only I find funny :victory_hand_medium-light_skin_tone:|I like things clear; I hate lies; and I am very, very expressive.|I like to talk about any subject and debate about anything.",['NotSpecified'],,,,NotSpecified,|Aries Better in person Sober Carnivore Occasionally Non-smoker Dog Socially active|ArtTravelTattoosCoffee,,10,2,-5.669032304,43.53326807,-2.774346118614823e+18,"['Aries Better in person Sober Carnivore Occasionally Non-smoker Dog Socially active', 'ArtTravelTattoosCoffee']",[],e9eda98e6da268a726ea2c0f070ba7cecabbf6c8689fe23060b97cdd36aa7776
24.0,we do it and we'll see!|sushi lover::beer_mug::skier::water_wave::sunrise:||I want to meet open-minded people; so if you're a basic please don't slide :grinning_face_with_sweat:,['NotSpecified'],,,,NotSpecified,|Pet-free Occasionally Non-smoker Scorpio Wine|SkiingFestivalsSportsFashionAstrology,,10,2,-5.669032304,43.53326807,9.154668788113299e+18,"['Pet-free Occasionally Non-smoker Scorpio Wine', 'SkiingFestivalsSportsFashionAstrology']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
35.0,I am very sporty; adventurous and a nature lover; I love small pleasures; having a beer with a good view; a stormy day when the sun comes out; a sunset...,['NotSpecified'],,,,Man,|Gemini Better in person Beer Omnivore Pet-free Non-smoker|MusicSportsMovies,,3,2,-5.669032304,43.53326807,3.092706820840771e+18,"['Gemini Better in person Beer Omnivore Pet-free Non-smoker', 'MusicSportsMovies']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
44.0,;. independent. no children||my passion is traveling :airplane_departure::globe_showing_Europe-Africa::clinking_beer_mugs:,['NotSpecified'],,,,NotSpecified,|ComedyWineTravelWalkingFestivals,,5,2,-5.669032304,43.53326807,5.795151511479055e+17,['ComedyWineTravelWalkingFestivals'],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
25.0,show me some good food :taco:||( comida sin queso ) :face_holding_back_tears:||gracias :yellow_heart::sun:,['NotSpecified'],,,,NotSpecified,|Occasionally Virgo Dog|TattoosActive LifestyleFoodie TourTravelHot Yoga,,9,2,-5.669032304,43.53326807,7.027091656550846e+18,"['Occasionally Virgo Dog', 'TattoosActive LifestyleFoodie TourTravelHot Yoga']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
18.0,come on give me a like,['NotSpecified'],,,,NotSpecified,|Scorpio Better in person Carnivore Pet-free Socially active Gym rat|GymMoviesSocial MediaVolleyballSports,,7,2,-5.669032304,43.53326807,9.213328423333481e+18,"['Scorpio Better in person Carnivore Pet-free Socially active Gym rat', 'GymMoviesSocial MediaVolleyballSports']",[],e9eda98e6da268a726ea2c0f070ba7cecabbf6c8689fe23060b97cdd36aa7776
26.0,look.. yokse already; I'm on my fourth coffee.. |I listen to everything from Dying Fetus to Britney Spears. |Castilian Manchego for Mallorca. ||insta:,['NotSpecified'],,,,NotSpecified,|Beer Omnivore Occasionally Non-smoker Dog Socially active Better in person|Board GamesTattoosMusicE-Sports,,9,2,-5.669032304,43.53326807,-2.121285877389457e+18,"['Beer Omnivore Occasionally Non-smoker Dog Socially active Better in person', 'Board GamesTattoosMusicE-Sports']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,My dog's name is Shiva :victory_hand:,['NotSpecified'],,,,NotSpecified,|TravelReadingWorking out,,6,2,-5.669032304,43.53326807,4.757539203589937e+18,['TravelReadingWorking out'],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22.0,b time texter|cancer|beer|carnivore|occasionally|non-smoker|cat|socially active,['NotSpecified'],,,,NotSpecified,|ReggaetonPhotographyMusicFashionShopping,,6,2,-5.669032304,43.53326807,2.192174358182036e+18,['ReggaetonPhotographyMusicFashionShopping'],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
38.0,coffeetravelrunning,['NotSpecified'],,,,NotSpecified,,,8,2,-5.669032304,43.53326807,-1.9983293304266406e+17,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26.0,:camera_with_flash: ||here today; there tomorrow; who knows the next day :rocket::globe_showing_Asia-Australia:||if you have nothing to say; better not give anything; next :cross_mark:||something that doesn't contribute doesn't matter :expressionless_face:,['NotSpecified'],,,,NotSpecified,|Occasionally Better in person Wine Socially active|TravelPhotographyMotor SportsCarsNetflix,,8,2,-5.669032304,43.53326807,8.045736735334252e+18,"['Occasionally Better in person Wine Socially active', 'TravelPhotographyMotor SportsCarsNetflix']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
25.0,netflixtriviatravelworking out,['NotSpecified'],,,,NotSpecified,,,4,2,-5.669032304,43.53326807,-4.338583920757624e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22.0,covid|how much does a polar bear weigh?|international trade:airplane:|córdoba.benalmádena..a walk through madrid some days|morad.dellafuente..|,['NotSpecified'],,,,NotSpecified,|All the drinks Off the grid Non-smoker Sagittarius Better in person Never Flexitarian All the pets,,10,2,-5.669032304,43.53326807,8.948694912825045e+18,['All the drinks Off the grid Non-smoker Sagittarius Better in person Never Flexitarian All the pets'],[],7764120d602ef14fb7eba8a7527674e006f23abbf9396ebd8ae363b7519394ed
22.0,gemini|occasionally|better in person|dog|socially active,['NotSpecified'],,,,NotSpecified,|SoccerCyclingNature|Back 1/2 2/2 Next,,6,2,-5.669032304,43.53326807,5.496281664330538e+18,"['SoccerCyclingNature', 'Back 1/2 2/2 Next']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22.0,Argentine :Argentina:||going out for drinks|:Ceuta_&_Melilla::United_Kingdom:,['NotSpecified'],,,,Man,|Foodie TourTravelBar HoppingCraft BeerOutdoors|Glimpse of Us Joji,,5,2,-5.669032304,43.53326807,5.619779455437176e+18,"['Foodie TourTravelBar HoppingCraft BeerOutdoors', 'Glimpse of Us Joji']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20.0,First things first; my name is not Marc (long story) | In my free time I go to the gym; I listen to music (rap and reggaeton mostly); I draw random stuff and I write stuff. | I'm looking for someone interesting to make plans with this summer :flushed_face::woozy_face: | | cat | cast | it | eng | | if you want to talk you could give me a like; I like those…: pleading_face: | ps: sorry for being so loose in the last photo : folded_hands_medium_skin_tone:,['NotSpecified'],,,,NotSpecified,|All the drinks Capricorn Better in person Omnivore Non-smoker Dog Socially active Gym rat In College|SportsMusicShoppingNetflixInstagram,,11,2,-5.669032304,43.53326807,5.432460722866767e+18,"['All the drinks Capricorn Better in person Omnivore Non-smoker Dog Socially active Gym rat In College', 'SportsMusicShoppingNetflixInstagram']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
37.0,.angelantonagarcia,['NotSpecified'],,,,NotSpecified,|CrossfitFoodie TourHiking,,11,2,-5.669032304,43.53326807,4.1921621028838595e+18,['CrossfitFoodie TourHiking'],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
19.0,instagram,['NotSpecified'],,,,NotSpecified,|B time texter Occasionally Non-smoker Dog Socially active Sagittarius|SoccerInstagramSports,,4,2,-5.669032304,43.53326807,-7.782279995878926e+18,"['B time texter Occasionally Non-smoker Dog Socially active Sagittarius', 'SoccerInstagramSports']",[],8585643d727f88710accf0fa9e66a7587b6707b2d812a987007152bd9b37805e
,madrid:round_pushpin:mánchester :United_Kingdom: :Spain: |vuelta a casa para el verano :beach_with_umbrella: :sun:|planes?:smirking_face::clinking_beer_mugs::beer_mug::zany_face:|no escalo :woman_climbing: |no surfeo :man_surfing: |no tengo instagram ||extra point if you speak a little spanish :zany_face::face_with_tears_of_joy:,['NotSpecified'],,,,NotSpecified,|TravelLanguage ExchangeMoviesReadingSports,,6,2,-5.669032304,43.53326807,-6.832499708147996e+17,['TravelLanguage ExchangeMoviesReadingSports'],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26.0,tell me the adventure and we do the rest|:artist_palette::desktop_computer::wolf:,['NotSpecified'],,,,NotSpecified,|ArtNetflixSports|Cantando Violadores Del Verso,,10,2,-5.669032304,43.53326807,8.876274419219396e+18,"['ArtNetflixSports', 'Cantando Violadores Del Verso']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
29.0,travelrunninglanguage exchange,['NotSpecified'],,,,NotSpecified,,,5,2,-5.669032304,43.53326807,-4.700507744446591e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26.0,campingtravelwinemusic,['NotSpecified'],,,,NotSpecified,,,11,2,-5.669032304,43.53326807,-8.017959105785107e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
29.0,:tent::desert_island::snow-capped_mountain::alien:||guapo no sé; pero majo soy un rato||from :Spain: to the :globe_showing_Europe-Africa:||,['NotSpecified'],,,,Man,|All the drinks Occasionally Masters Aquarius Better in person Carnivore Dog Smoker when drinking|SnowboardingTravelRoad TripsCycling,,9,2,-5.669032304,43.53326807,-7.836033788453879e+18,"['All the drinks Occasionally Masters Aquarius Better in person Carnivore Dog Smoker when drinking', 'SnowboardingTravelRoad TripsCycling']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26.0,arttravelfashionsingercoffee,['NotSpecified'],,,,NotSpecified,,,4,2,-5.669032304,43.53326807,6821073513262779.0,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,lover of sports and improvised plans; better insta,['NotSpecified'],,,,NotSpecified,|CampingSnowboardingOutdoorsSportsSurfing,,7,2,-5.669032304,43.53326807,6.711408487883212e+18,['CampingSnowboardingOutdoorsSportsSurfing'],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,insta:,['NotSpecified'],,,,NotSpecified,,,6,2,-5.669032304,43.53326807,8.335940663223407e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22.0,"I am a nice and friendly boy | If you give it a like and I don't know who you are because I don't see it. | If you want to really get to know me, talk to me |",['NotSpecified'],,,,Man,|SportsMoviesActivismOutdoorsPicnicking,,7,2,-5.669032304,43.53326807,3.058157600505171e+18,['SportsMoviesActivismOutdoorsPicnicking'],[],7764120d602ef14fb7eba8a7527674e006f23abbf9396ebd8ae363b7519394ed
27.0,"looking for friendship and whatever comes up.|I don't smoke|if you want to know about me, you know.|I give my Instagram in private.",['NotSpecified'],,,,NotSpecified,|SwimmingE-SportsTravelMoviesMusic,,5,2,-5.669032304,43.53326807,1.677525028233222e+18,['SwimmingE-SportsTravelMoviesMusic'],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
36.0,from the Canary Islands; photographer and director.||Now based in Madrid; traveling a lot for my work.||Obsessed with cinema; art; photography; architecture; literature; dance; nature and grappling.||Less chat and more beers.||,['NotSpecified'],,,,Man,|All the drinks Leo Better in person Pescatarian Dog Socially active Gym rat Introverted Masters Non-smoker No mask & no distance|ArtMoviesWorld TravelerNaturePhotography,,10,2,-5.669032304,43.53326807,-8.279932478438906e+17,"['All the drinks Leo Better in person Pescatarian Dog Socially active Gym rat Introverted Masters Non-smoker No mask & no distance', 'ArtMoviesWorld TravelerNaturePhotography']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
27.0,from ecuador :Ecuador:|:round_pushpin:madrid :Spain:|,['NotSpecified'],,,,NotSpecified,|All the drinks Pisces Carnivore Occasionally Masters Non-smoker Dog|TravelCrossfitWorld TravelerLanguage Exchange,,10,2,-5.669032304,43.53326807,8.457142549197804e+18,"['All the drinks Pisces Carnivore Occasionally Masters Non-smoker Dog', 'TravelCrossfitWorld TravelerLanguage Exchange']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,soy dj :upside-down_face:,['NotSpecified'],,,,NotSpecified,|Voy a Poner a Madrid a Llorar Selecto Picasso,,7,2,-5.669032304,43.53326807,5.062494309645584e+18,['Voy a Poner a Madrid a Llorar Selecto Picasso'],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24.0,I like sports; all kinds of music; discussing serious topics while we have a beer,['NotSpecified'],,,,NotSpecified,|Occasionally Aries Bad texter Beer Smoker Dog|TattoosReadingSportsWorking outMusician,,9,2,-5.669032304,43.53326807,4.252266539312461e+17,"['Occasionally Aries Bad texter Beer Smoker Dog', 'TattoosReadingSportsWorking outMusician']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
43.0,"After living for years in the beautiful countryside of England, I have returned temporarily to reflect.:grinning_face_with_big_eyes:||I am calm and I like what is genuine and authentic in life.|So far I have had a very interesting life that has made me grow as a person; I plan to continue in the same vein.|I like people who are grateful for life and who do not take anything for granted.||I look for people with whom I can flow and share positive moments.||:United_Kingdom::Spain:|Antonio is my name",['NotSpecified'],,,,Man,|Aries Better in person Beer Omnivore Off the grid Occasionally Non-smoker PhD|YogaCraft BeerBrunchWalking,,7,2,-5.669032304,43.53326807,-8.237641997147771e+18,"['Aries Better in person Beer Omnivore Off the grid Occasionally Non-smoker PhD', 'YogaCraft BeerBrunchWalking']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
18.0,I love meeting new and crazy people. I love going out and making plans. Listening to music is essential for me and I spend my free time watching movies and series.,['NotSpecified'],,,,NotSpecified,|B time texter Occasionally Beer Socially active|FestivalsTravelMoviesParty Animal,,9,2,-5.669032304,43.53326807,9.435283723023455e+17,"['B time texter Occasionally Beer Socially active', 'FestivalsTravelMoviesParty Animal']",[],e9eda98e6da268a726ea2c0f070ba7cecabbf6c8689fe23060b97cdd36aa7776
36.0,businessman |.|,['NotSpecified'],,,,NotSpecified,|Capricorn,,9,2,-5.669032304,43.53326807,5.888068181104261e+18,['Capricorn'],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
35.0,"granaino living in madrid; for more things it's better to talk, right?",['NotSpecified'],,,,NotSpecified,|All the drinks Scorpio Better in person Flexitarian Pet-free Occasionally Non-smoker Socially active|MoviesSportsMountainsCrossfitTattoos,,8,2,-5.669032304,43.53326807,-4.546756357192268e+18,"['All the drinks Scorpio Better in person Flexitarian Pet-free Occasionally Non-smoker Socially active', 'MoviesSportsMountainsCrossfitTattoos']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26.0,insta: julianaranda,['NotSpecified'],,,,NotSpecified,|Pisces Omnivore Non-smoker Dog Gym rat|ReadingSportsMarvelMoviesGym,,7,2,-5.669032304,43.53326807,-5.004042535042623e+18,"['Pisces Omnivore Non-smoker Dog Gym rat', 'ReadingSportsMarvelMoviesGym']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
29.0,I work in Valladolid.|Chat just enough to meet up and have a drink.|Without wasting time or wasting it.,['NotSpecified'],,,,NotSpecified,|Non-smoker Better in person|TravelMoviesSportsDancing,,11,2,-5.669032304,43.53326807,-6.93567116490201e+18,"['Non-smoker Better in person', 'TravelMoviesSportsDancing']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
19.0,better for,['NotSpecified'],,,,NotSpecified,|Beer Omnivore Pet-free Occasionally Socially active In College Smoker|SportsGoiko grillReggaetonMemes,,8,2,-5.669032304,43.53326807,2.1077987377539974e+17,"['Beer Omnivore Pet-free Occasionally Socially active In College Smoker', 'SportsGoiko grillReggaetonMemes']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
27.0,I don't want it to be easy; I want it to be worth it :four_leaf_clover::four_leaf_clover::flexed_biceps::flexed_biceps::hundred_points::hundred_points:,['NotSpecified'],,,,NotSpecified,|Better in person Wine Carnivore Occasionally Dog Socially active Social smoker Leo|OutdoorsBeach BarsSoccerTravel,,8,2,-5.669032304,43.53326807,5.806158840215313e+18,"['Better in person Wine Carnivore Occasionally Dog Socially active Social smoker Leo', 'OutdoorsBeach BarsSoccerTravel']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,non-smoker|dog|aries|better in person|wine,['NotSpecified'],,,,NotSpecified,|WineTravelSushiCookingOutdoors,,8,2,-5.669032304,43.53326807,-3.0947746599292375e+18,['WineTravelSushiCookingOutdoors'],[],7764120d602ef14fb7eba8a7527674e006f23abbf9396ebd8ae363b7519394ed
25.0,pet-free|non-smoker|aries|better in person|beer|bachelors,['NotSpecified'],,,,NotSpecified,,,4,2,-5.669032304,43.53326807,9.123268181945678e+17,[],[],e9eda98e6da268a726ea2c0f070ba7cecabbf6c8689fe23060b97cdd36aa7776
24.0,off the grid|non-smoker|bad texter|sober|all the pets,['NotSpecified'],,,,NotSpecified,|SingerSkiingVolunteering,,3,2,-5.669032304,43.53326807,-3.7895232859812193e+18,['SingerSkiingVolunteering'],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24.0,"Believe me, I'd also like to know what I'm doing here. :Spain::United_Kingdom:",['NotSpecified'],,,,NotSpecified,|B time texter Leo Sober Omnivore Pet-free Occasionally Masters Non-smoker Socially active|Board GamesMuseumReadingPhotographyVolunteering,,6,2,-5.669032304,43.53326807,3.0367206061326177e+18,"['B time texter Leo Sober Omnivore Pet-free Occasionally Masters Non-smoker Socially active', 'Board GamesMuseumReadingPhotographyVolunteering']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,madrid - london ||’,['NotSpecified'],,,,NotSpecified,|Taurus Better in person Shots Carnivore Pet-free Off the grid Occasionally Bachelors Social smoker|TravelReadingOutdoorsBakingMovies,,8,2,-5.669032304,43.53326807,-3.9144561808049946e+17,"['Taurus Better in person Shots Carnivore Pet-free Off the grid Occasionally Bachelors Social smoker', 'TravelReadingOutdoorsBakingMovies']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
42.0,leo|better in person|wine|carnivore|pet-free|occasionally|non-smoker,['NotSpecified'],,,,NotSpecified,|MoviesCookingTravelFoodie TourFestivals|Cold Heart - PNAU Remix Elton John; Dua Lipa; PNAU,,3,2,-5.669032304,43.53326807,5.482926069972725e+18,"['MoviesCookingTravelFoodie TourFestivals', 'Cold Heart - PNAU Remix Elton John; Dua Lipa; PNAU']",[],7764120d602ef14fb7eba8a7527674e006f23abbf9396ebd8ae363b7519394ed
27.0,Now that I've learned to lose all the tangos look great on me :woman_dancing:||I like to look at the moon; people who laugh easily and fresh gazpacho in summer :upside-down_face::wolf::crescent_moon:||The real voyage of discovery consists not in seeking new landscapes but in having new eyes Marcel Proust||Psychologist; psychonaut and seeker,['NotSpecified'],,,,Man,|Occasionally Aries Cat|MountainsReadingSingingTravelEnvironmentalism,,11,2,-5.669032304,43.53326807,9.832705031913769e+17,"['Occasionally Aries Cat', 'MountainsReadingSingingTravelEnvironmentalism']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24.0,My philosophy of life is every day is another day. |I love cooking and discovering new flavors.|I love being with people with whom I can learn. |Bad vibes are not my thing; good vibes are in my blood.,['NotSpecified'],,,,NotSpecified,|All the drinks Cancer Better in person Omnivore Pet-free Off the grid Gym rat Bachelors Smoker when drinking|CookingEntrepreneurshipYogaVermutBaking,,4,2,-5.669032304,43.53326807,8.552416570495977e+18,"['All the drinks Cancer Better in person Omnivore Pet-free Off the grid Gym rat Bachelors Smoker when drinking', 'CookingEntrepreneurshipYogaVermutBaking']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26.0,someone to dive with?:squinting_face_with_tongue::squinting_face_with_tongue:,['NotSpecified'],,,,NotSpecified,|Non-smoker Taurus Cat|ReadingFree DivingCoffeeCar RacingNetflix,,11,2,-5.669032304,43.53326807,6.902417304516682e+18,"['Non-smoker Taurus Cat', 'ReadingFree DivingCoffeeCar RacingNetflix']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24.0,I'm looking to meet new people ||Write me and we'll talk; we could go out to eat and have a few beers ||People with good vibes||,['NotSpecified'],,,,NotSpecified,|Aquarius Better in person|NetflixTikTokSoccerPadelSports,,5,2,-5.669032304,43.53326807,6.601983675500042e+18,"['Aquarius Better in person', 'NetflixTikTokSoccerPadelSports']",[],7764120d602ef14fb7eba8a7527674e006f23abbf9396ebd8ae363b7519394ed
21.0,meet new people,['NotSpecified'],,,,NotSpecified,|Non-smoker Aquarius Gym rat|InstagramGymSocial MediaSportsSoccer,,4,2,-5.669032304,43.53326807,3.254133015522837e+18,"['Non-smoker Aquarius Gym rat', 'InstagramGymSocial MediaSportsSoccer']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
28.0,|don't swipe me if you share philosophical calendar stories. :no_pedestrians:|sometimes i laugh :hushed_face:,['NotSpecified'],,,,NotSpecified,|Masters Smoker when drinking Leo|BakingWorking outTheaterMusic,,9,2,-5.669032304,43.53326807,4.950559915869301e+18,"['Masters Smoker when drinking Leo', 'BakingWorking outTheaterMusic']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26.0,no added sugars please..||,['NotSpecified'],,,,NotSpecified,|Scorpio Better in person Beer Omnivore Non-smoker Masters All the pets Socially active Gym rat|FestivalsLanguage ExchangeNetflixTravelMusic,,6,2,-5.669032304,43.53326807,4.980907883796235e+18,"['Scorpio Better in person Beer Omnivore Non-smoker Masters All the pets Socially active Gym rat', 'FestivalsLanguage ExchangeNetflixTravelMusic']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
19.0,if it matches maybe we can talk|:Brazil:,['NotSpecified'],,,,NotSpecified,|Aries Beer Dog Socially active Introverted Smoker|TattoosMemesCoffeeMusicDancing,,7,2,-5.669032304,43.53326807,6.501703362540588e+18,"['Aries Beer Dog Socially active Introverted Smoker', 'TattoosMemesCoffeeMusicDancing']",[],7764120d602ef14fb7eba8a7527674e006f23abbf9396ebd8ae363b7519394ed
29.0,":Morocco::Spain:||:camera: |I care about the age of the brain and not the numbers; even if you are a babe, if you are a little girl, don't bother talking to me :winking_face::face_blowing_a_kiss:",['NotSpecified'],,,,NotSpecified,,,9,2,-5.669032304,43.53326807,-4.4363395216496527e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
25.0,"My name is Carlitos but you can call me for some beers :smiling_face_with_sunglasses:.||If a dog passes by on the street, you should know that I will talk to it like a baby and try to kidnap it.||I make a brownie to lick your fingers :drooling_face:",['NotSpecified'],,,,Man,|Non-smoker Dog Cancer|NetflixReggaetonTattoos,,7,2,-5.669032304,43.53326807,-2.343696613377438e+18,"['Non-smoker Dog Cancer', 'NetflixReggaetonTattoos']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26.0,"even if it doesn't seem like it, I really do have :beaming_face_with_smiling_eyes:",['NotSpecified'],,,,NotSpecified,|Non-smoker Libra Dog|ReggaetonMusicBBQCampingDrawing,,4,2,-5.669032304,43.53326807,2.0826349038259968e+18,"['Non-smoker Libra Dog', 'ReggaetonMusicBBQCampingDrawing']",[],e9eda98e6da268a726ea2c0f070ba7cecabbf6c8689fe23060b97cdd36aa7776
19.0,:grinning_face_with_smiling_eyes:,['NotSpecified'],,,,NotSpecified,|Occasionally Capricorn Beer Dog Socially active Smoker|ArtCar RacingTattoosDancingMusic,,8,2,-5.669032304,43.53326807,8.17175772931033e+18,"['Occasionally Capricorn Beer Dog Socially active Smoker', 'ArtCar RacingTattoosDancingMusic']",[],7764120d602ef14fb7eba8a7527674e006f23abbf9396ebd8ae363b7519394ed
28.0,let's talk,['NotSpecified'],,,,NotSpecified,|Non-smoker Gym rat Bad texter Wine|ReadingCrossfitHikingNFTs90s Kid,,10,2,-5.669032304,43.53326807,-3.1383989926160445e+18,"['Non-smoker Gym rat Bad texter Wine', 'ReadingCrossfitHikingNFTs90s Kid']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
29.0,netflixsoccer,['NotSpecified'],,,,NotSpecified,,,4,2,-5.669032304,43.53326807,6.957308899042259e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
28.0,skiingcampingfortnitetwitchnetflix,['NotSpecified'],,,,NotSpecified,,,7,2,-5.669032304,43.53326807,-7.262748579997489e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,I did this to meet new people ; |good vibes with music always :maple_leaf:|good parties with good people are unforgettable memories,['NotSpecified'],,,,NotSpecified,|B time texter Leo Beer Socially active Cat|TattoosMusicianOutdoors,,8,2,-5.669032304,43.53326807,1.65706689363939e+18,"['B time texter Leo Beer Socially active Cat', 'TattoosMusicianOutdoors']",[],7764120d602ef14fb7eba8a7527674e006f23abbf9396ebd8ae363b7519394ed
28.0,:dog::heart_suit:,['NotSpecified'],,,,NotSpecified,|Virgo Better in person Wine Carnivore Occasionally Dog Social smoker|CookingRoad TripsTravelPhotography,,8,2,-5.669032304,43.53326807,-7.761269819707195e+18,"['Virgo Better in person Wine Carnivore Occasionally Dog Social smoker', 'CookingRoad TripsTravelPhotography']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,Asturian from Madrid. I love discovering new places whenever I can in the company of my dog ​​Mamba :brown_heart::dog_face:|physiotherapist by profession :brain::mechanical_arm:|passionate about sports; especially basketball :basketball: :flexed_biceps_medium_skin_tone:,['NotSpecified'],,,,NotSpecified,|All the drinks Occasionally Masters Non-smoker Pisces Better in person Dog Flexitarian|TravelNetflixOutdoorsPhotographySports,,10,2,-5.669032304,43.53326807,1.7254022548536686e+18,"['All the drinks Occasionally Masters Non-smoker Pisces Better in person Dog Flexitarian', 'TravelNetflixOutdoorsPhotographySports']",[],7764120d602ef14fb7eba8a7527674e006f23abbf9396ebd8ae363b7519394ed
32.0,gemini|b time texter|omnivore|pet-free|off the grid|non-smoker|occasionally|bachelors,['NotSpecified'],,,,NotSpecified,|HikingCookingTravelGymComedy,,10,2,-5.669032304,43.53326807,1.7926132465612186e+18,['HikingCookingTravelGymComedy'],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
